3462.371429,6834124.446
3455.521739,6802106.871
3441.222857,8605604.698
3444.113043,6326011.274
3455.890714,4417339.62
3455.446377,4063353.072
3451.913571,5663606.866
3452.735,7686459.008
3470.806522,6421801.519
3474.687143,6052109.207
3475.410145,6330159.111
3484.070714,5730957.29
3475.747101,6654377.268
3470.712857,7366474.485
3478.375714,7016449.406
3489.613571,6583454.198
3481.052174,6884297.872
3481.334286,6500100.384
3477.27,6878844.418
3464.2,6437038.307
3467.092857,3072626.13
3471.356429,3201577.255
3490.887681,3738058.615
3502.263571,12335378.44
3507.544203,15017596.5
3502.445,15271003.25
3497.621429,15150068.9
3501.933333,14804883.06
3501.746429,14534660.46
3504.784286,14091680.82
3507.558696,13615065.9
3518.668571,12856063.95
3533.952174,12545206.71
3524.17,12976599.44
3528.247101,13105192.87
3532.797143,13231542.15
3533.445714,13152817.69
3538.321739,12857584.22
3535.67,13209516.58
3527.766429,13172250.68
3525.888406,13135286.04
3529.822143,12653862.06
3531.093571,12151174.75
3539.679286,11636199.35
3553.426087,11920212.67
3550.258571,11156883.89
3551.014493,10362423.9
3542.970714,12004666.83
3548.27971,11774285.83
3546.687143,11576722.85
3549.493571,11039370.41
3521.752857,12846965.79
3509.610145,12691436.64
3504.58,12845302.08
3497.561429,13121391.91
3498.700714,13079465
3501.476984,13203357.15
3498.333571,13218416.42
3498.771014,13410666.98
3498.106429,13398184.3
3493.395652,13152761.56
3488.930714,12601517.87
3497.753571,12635796.9
3507.601449,13034390.68
3507.515,12849931.18
3507.94,12988625.25
3502.411429,12929238.68
3499.318841,15901174.05
3486.527857,15461002.3
3474.952857,15015189.22
3479.807246,14906756.66
3479.458571,14899726.84
3479.177536,14156135.17
3479.217143,14042317.77
3473.317857,13942157.63
3477.888571,14258116.63
3487.681429,14615696.42
3486.899275,14745046.69
3513.268571,15119784.73
3522.595652,15444679.26
3523.275,15392090.36
3527.307143,15063928.14
3522.054348,15022278.63
3513.588571,15067924.77
3521.081884,15206748.83
3524.895,15357465.89
3543.155714,13935961.23
3544.696377,13457821.79
3537.629286,14916408.65
3542.147857,14153744.2
3544.415217,13337944.46
3533.933571,14702871.43
3527.863571,14543921.37
3527.823913,14054124.01
3530.122857,13961157.07
3529.914286,13988310.3
3520.892857,14012497.72
3514.557857,14074789.65
3509.977536,12897701.06
3509.058571,12300968.2
3511.536232,12681813.92
3525.660714,12946250.64
3529.947857,12971959.1
3528.454286,13006458.88
3527.555072,12973359.61
3516.798571,12820365.47
3512.55,12788673.26
3507.345,13650229.12
3511.595652,13408149.08
3514.625,13862344.19
3522.367857,14192100.83
3526.413043,14970707.73
3524.79,15201036.08
3517.067143,15006075.32
3540.917391,13308308.63
3554.572857,12144273.63
3543.266429,12222928.68
3543.441304,12044707.54
3536.085714,13868197.64
3537.79,13792603.44
3533.115,13162464.34
3531.314286,13185789.56
3517.154348,12403335.41
3504.296429,12070736.4
3506.035,11994756.08
3510.579286,12113427.82
3509.632609,11923820.59
3505.618571,11890717.39
3511.348571,11728791.84
3510.114286,11618690.24
3504.908696,11018437.15
3508.968571,10764446.45
3508.185,10834984.56
3505.37029,10778396.75
3501.723571,10902965.72
3484.657857,11690684.75
3478.284058,11490273.86
3478.88,11135908.21
3495.641429,10362888.7
3505.502857,10465001.71
3506.221014,10444924.9
3498.201429,9938462.897
3495.776429,9867795.722
3496.864286,9078680.12
3496.208571,9485815.281
3498.152899,6710975.181
3499.205714,3999984.065
3503.576429,4478781.806
3493.843571,5127451.549
3487.216667,5017689.457
3484.115672,5084957.248
3482.84,4843820.223
3485.439855,4958761.708
3489.004286,5058829.421
3487.805797,4858957.671
3494.747143,4934193.578
3493.546429,5396930.157
3497.942754,6078688.176
3499.265217,5999964.519
3503.448571,6176646.224
3503.14058,5880374.919
3495.092143,5645521.513
3490.101429,5490234.582
3486.944203,6088218.912
3485.056429,6621461.432
3488.701429,6679382.249
3492.592754,7288599.199
3496.458571,7680240.272
3497.097826,6793361.905
3496.718571,6829111.82
3496.187681,6790068.312
3496.477143,6836175.967
3499.824286,6991993.674
3506.114493,7185672.176
3502.842857,7438442.239
3502.631429,7602504.908
3503.41087,7851291.27
3504.654286,7816371.156
3499.365714,7405680.875
3501.00942,7549894.76
3502.921429,8003611.071
3508.173913,8170870.392
3506.688571,8263341.124
3505.533333,6819358.133
3506.433571,6807743.465
3507.27,6795279.165
3508.852174,7048658.776
3503.397857,6981952.694
3463.897826,5626880.633
3456.474286,4876770.225
3457.023913,4848163.326
3447.412857,6845642.281
3448.818116,6750424.203
3451.879286,5718779.211
3454.770714,5311986.496
3451.897857,5895207.485
3448.62971,6860910.449
3443.877143,8041736.758
3440.898571,9461640.724
3444.5,8603034.067
3442.457143,9412852.291
3442.097826,9465872.491
3446.360714,7837424.241
3450.627536,7913830.943
3441.89,9756511.705
3436.706429,9669118.08
3443.764493,11298576.03
3442.622857,10996651.16
3445.821014,9492088.347
3450.515714,7880277.501
3451.578261,7652016.649
3448.801429,8473875.602
3449.677536,8182669.41
3451.857143,7894734.315
3450.965714,7920637.433
3451.8,7835126.964
3451.786232,7986649.918
3452.016429,7738895.439
3446.235507,9575838.244
3447.704688,8894344.274
3452.731429,7758728.356
3458.884058,6572082.147
3459.712857,6703943.394
3449.364286,8627235.093
3450.371429,8388795.575
3449.065217,8692179.591
3449.412857,8644026.17
3451.703623,8120491.949
3439.914286,10717085.92
3440.941304,10707719.23
3438.870714,10722689.71
3437.219565,10910467.58
3436.641429,12139062.71
3437.716429,11635747.01
3438.608824,11348812.08
3437.862143,11381712.44
3437.613768,11578671.81
3437.777857,11165537.32
3446.127143,10867794.71
3446.922857,10784622.79
3453.458955,10142631.08
3456.114286,9265459.914
3452.431159,10031634.24
3453.335,10621230.14
3487.023571,7619550.711
3487.971739,7315012.447
3492.475714,6710013.36
3498.070714,6844833.555
3500.213043,7472470.333
3509.320714,7153031.492
3534.281884,5998283.225
3603.576429,3582579.303
3736.797857,5241885.773
3730.92029,3933219.495
3731.472143,4557799.287
3731,2406262.639
3712.857857,4410614.798
3697.070714,7286452.163
3706.2,10655037.02
3717.341429,10183807.32
3713.773571,10415763.32
3708.684783,10153269.17
3707.446429,10229847.43
3709.693571,10274825.58
3710.188571,10227335.43
3709.607971,10206104.14
3711.92451,10316268.95
3717.65,10294341.39
3723.232353,9750257.028
3727.301429,8828195.594
3724.04,9757195.874
3720.918116,10032120.52
